"H","21","branche","GI04","Cidre Loic Raison:-1","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:-1","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","4","20","20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","2","15"
"F","19","tronc commun","TC02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:2","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:2","3","10","20:00:00","22:00:00","5","Non","Mardi, Jeudi","2","4"
"F","20","branche","GI02","Cidre Loic Raison:5","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:0","2","45","18:30:00","18:31:00","0","Non","Lundi, Mercredi","2","6"
"F","21","branche","GP02","Cidre Loic Raison:2","Chimay Bleue:-1","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:2","Chouffe:-1","Cuvée Des Trolls:-1","Delirium Tremens:2","3","40","19:30:00","22:30:00","5","Oui","Jeudi","1","10"
"F","21","branche","GB04","Cidre Loic Raison:-1","Chimay Bleue:0","Duvel:-5","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:2","3","20","20:00:00","22:00:00","8","Oui","Jeudi, Vendredi","2","7"
"H","23","branche","GI05","Cidre Loic Raison:2","Chimay Bleue:5","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","2","10","18:30:00","21:00:00","9","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","3"
"F","20","branche","GM01","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:0","1","30","18:00:00","19:00:00","5","Oui","Jeudi, Vendredi","1","4"
"F","18","hutech","GI04","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:0","Delirium Tremens:5","2","15","20:30:00","22:00:00","7","Oui","Jeudi, Vendredi","2","4"
"F","21","branche","GB01","Cidre Loic Raison:5","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:2","Pêche Mel Bush:-5","Westmalle Triple:2","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:0","2","20","20:45:00","22:00:00","6","Oui","Jeudi","2","6"
"F","20","branche","GI04","Cidre Loic Raison:-1","Chimay Bleue:5","Duvel:-5","Grand Cru St Feuillien:5","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:5","3","20","20:00:00","22:00:00","10","Non","Lundi, Jeudi, Vendredi","4","4"
"F","21","branche","GB04","Cidre Loic Raison:2","Chimay Bleue:-1","Duvel:0","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:-5","Barbar Blonde:5","Chouffe:-1","Cuvée Des Trolls:5","Delirium Tremens:-1","2","15","19:00:00","22:00:00","6","Non","Jeudi, Vendredi","2","3"
"F","18","tronc commun","TC02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:0","2","25","20:00:00","22:00:00","6","Non","Jeudi","1","4"
"H","19","tronc commun","TC02","Cidre Loic Raison:-1","Chimay Bleue:-1","Duvel:-1","Grand Cru St Feuillien:-1","Pêche Mel Bush:-5","Westmalle Triple:2","Barbar Blonde:2","Chouffe:-1","Cuvée Des Trolls:-1","Delirium Tremens:5","3","5","19:30:00","22:00:00","8","Oui","Mercredi, Jeudi, Vendredi","3","5"
"H","21","branche","GI04","Cidre Loic Raison:-1","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:5","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","3","30","19:30:00","22:00:00","20","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"H","23","branche","GP06","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:2","2","15","20:00:00","21:30:00","8","Non","Mardi, Vendredi","4","4"
"H","23","branche","GB04","Cidre Loic Raison:2","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:5","2","30","20:00:00","21:00:00","5","Non","Mardi, Mercredi, Jeudi","3","5"
"H","19","tronc commun","TC02","Cidre Loic Raison:2","Chimay Bleue:5","Duvel:5","Grand Cru St Feuillien:5","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","4","10","20:00:00","22:00:00","10","Oui","Jeudi, Vendredi","4","15"
"F","23","branche","GP04","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:5","2","15","20:00:00","22:00:00","5","Non","Mardi, Vendredi","2","4"
"H","23","diplomé","","Cidre Loic Raison:5","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:5","2","30","19:00:00","22:00:00","10","Non","Vendredi","3","4"
"H","20","tronc commun","TC04","Cidre Loic Raison:2","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:5","Barbar Blonde:0","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","1","15","20:00:00","22:00:00","8","Oui","Lundi, Mercredi","4","4"
"H","20","escom","","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:-1","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:5","5","20","20:00:00","22:00:00","10","Oui","Jeudi, Vendredi","4","10"
"H","23","branche","GP06","Cidre Loic Raison:2","Chimay Bleue:-1","Duvel:2","Grand Cru St Feuillien:-1","Pêche Mel Bush:5","Westmalle Triple:2","Barbar Blonde:-1","Chouffe:-5","Cuvée Des Trolls:5","Delirium Tremens:5","3","30","19:30:00","22:00:00","15","Oui","Mercredi, Jeudi, Vendredi","2","4"
"H","19","tronc commun","TC02","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:5","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:2","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:5","2","30","19:30:00","20:30:00","8","Non","Lundi, Mardi, Mercredi, Vendredi","3","4"
"H","21","branche","GI01","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","3","30","20:00:00","22:00:00","10","Non","Jeudi, Vendredi","3","5"
"H","18","tronc commun","TC02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:5","3","15","20:00:00","22:00:00","11","Oui","Vendredi","3","6"
"F","18","escom","","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:2","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:2","1","15","20:40:00","22:00:00","10","Non","Jeudi","2","7"
"F","22","branche","GI04","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:2","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:2","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:5","2","20","20:00:00","22:00:00","10","Non","Mercredi, Jeudi, Vendredi","3","5"
"H","23","branche","GM05","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","5","20","18:30:00","22:30:00","15","Oui","Mardi, Mercredi, Jeudi","4","2"
"H","18","tronc commun","TC01","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:0","2","20","19:30:00","21:00:00","5","Non","Mercredi, Jeudi","2","3"
"H","22","branche","GSU05","Cidre Loic Raison:-1","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:-1","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:2","3","25","20:00:00","22:00:00","10","Oui","Lundi, Mercredi, Jeudi, Vendredi","4","4"
"H","23","branche","GI04","Cidre Loic Raison:5","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:5","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","4","15","18:30:00","22:30:00","10","Non","Mardi, Jeudi, Vendredi","5","2"
"F","19","tronc commun","TC04","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:0","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","3","15","20:30:00","22:00:00","8","Non","Mardi, Jeudi, Vendredi","4","8"
"F","23","branche","GB06","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:0","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","3","20","19:45:00","22:30:00","7","Oui","Mardi, Jeudi","4","6"
"F","19","tronc commun","TC04","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:-1","Grand Cru St Feuillien:0","Pêche Mel Bush:-1","Westmalle Triple:-1","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","1","20","19:00:00","21:00:00","5","Non","","2","4"
"F","19","tronc commun","TC04","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:-1","Grand Cru St Feuillien:0","Pêche Mel Bush:-1","Westmalle Triple:-1","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","1","20","19:00:00","21:00:00","5","Non","","2","4"
"H","18","tronc commun","TC02","Cidre Loic Raison:5","Chimay Bleue:5","Duvel:5","Grand Cru St Feuillien:5","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:2","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:5","4","10","20:30:00","22:00:00","10","Oui","Jeudi, Vendredi","4","10"
"H","22","branche","GI02","Cidre Loic Raison:2","Chimay Bleue:-1","Duvel:-1","Grand Cru St Feuillien:5","Pêche Mel Bush:2","Westmalle Triple:-1","Barbar Blonde:2","Chouffe:-5","Cuvée Des Trolls:2","Delirium Tremens:5","2","25","08:00:00","22:00:00","15","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","24","branche","GSU05","Cidre Loic Raison:5","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:5","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","3","20","19:00:00","22:50:00","9","Non","Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","21","branche","GM02","Cidre Loic Raison:0","Chimay Bleue:5","Duvel:5","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:5","Barbar Blonde:0","Chouffe:5","Cuvée Des Trolls:0","Delirium Tremens:5","4","10","19:30:00","22:00:00","10","Non","Mercredi, Vendredi","5","4"
"F","18","tronc commun","TC02","Cidre Loic Raison:2","Chimay Bleue:-5","Duvel:-1","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:-1","Barbar Blonde:5","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:2","2","20","20:00:00","22:00:00","8","Non","Mardi, Jeudi, Vendredi","2","4"
"H","19","tronc commun","TC04","Cidre Loic Raison:5","Chimay Bleue:-1","Duvel:-1","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:5","4","15","20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"H","19","tronc commun","TC04","Cidre Loic Raison:5","Chimay Bleue:-1","Duvel:-1","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:5","4","15","20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"F","24","branche","GP05","Cidre Loic Raison:0","Chimay Bleue:5","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:-5","Westmalle Triple:-1","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","2","20","20:00:00","22:00:00","10","Non","Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","20","branche","GI02","Cidre Loic Raison:5","Chimay Bleue:-5","Duvel:-5","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:-5","Barbar Blonde:2","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:5","3","30","20:30:00","22:00:00","8","Oui","Mardi, Mercredi, Jeudi","2","6"
"F","22","branche","GI06","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:-5","Westmalle Triple:0","Barbar Blonde:2","Chouffe:-1","Cuvée Des Trolls:5","Delirium Tremens:5","4","20","19:00:00","22:00:00","15","Non","Lundi, Mardi, Jeudi, Vendredi","3","4"
"F","21","branche","GM03","Cidre Loic Raison:0","Chimay Bleue:-1","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:-1","Westmalle Triple:5","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:-1","Delirium Tremens:5","2","25","20:15:00","22:00:00","5","Non","Mardi, Jeudi, Vendredi","3","8"
"F","20","branche","GI02","Cidre Loic Raison:2","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:0","Cuvée Des Trolls:5","Delirium Tremens:2","2","30","19:00:00","21:00:00","4","Non","Jeudi, Vendredi","2","2"
"H","26","diplomé","","Cidre Loic Raison:-1","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:2","7","25","18:45:00","23:00:00","20","Non","Vendredi","3","10"
"H","21","branche","GI04","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:0","Grand Cru St Feuillien:5","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:5","3","15","20:00:00","22:30:00","20","Oui","Mercredi, Jeudi, Vendredi","4","5"
"H","20","branche","GM02","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:-1","Chouffe:-1","Cuvée Des Trolls:2","Delirium Tremens:2","4","20","19:00:00","21:30:00","10","Non","Mercredi, Jeudi","4","6"
"H","22","branche","GSU02","Cidre Loic Raison:0","Chimay Bleue:-1","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:2","Westmalle Triple:2","Barbar Blonde:5","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","4","15","19:30:00","23:00:00","10","Non","Lundi, Mercredi, Jeudi, Vendredi","3","5"
"H","20","branche","GM02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:2","3","20","20:00:00","22:15:00","10","Oui","Jeudi, Vendredi","2","4"
"H","23","diplomé","","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:2","6","25","18:32:00","22:45:00","20","Non","Vendredi","5","100"
"F","18","tronc commun","TC02","Cidre Loic Raison:5","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:2","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:2","Delirium Tremens:5","1","40","20:30:00","22:00:00","4","Non","Jeudi, Vendredi","4","7"
"F","21","branche","GSM04","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:0","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","2","29","19:30:00","22:00:00","10","Oui","Mardi, Jeudi, Vendredi","3","4"
"F","21","branche","GB04","Cidre Loic Raison:2","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","3","30","19:30:00","23:00:00","12","Non","Mardi, Jeudi, Vendredi","3","7"
"H","22","branche","GM04","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:-1","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:5","Barbar Blonde:-5","Chouffe:5","Cuvée Des Trolls:-1","Delirium Tremens:5","4","20","20:00:00","22:30:00","12","Oui","Jeudi, Vendredi","4","4"
"H","21","branche","GSM02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:0","Westmalle Triple:2","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:2","2","15","19:00:00","20:00:00","5","Non","Mardi, Jeudi","4","5"
"H","22","branche","GM06","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:-1","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:2","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:-1","Delirium Tremens:2","4","30","19:30:00","22:00:00","15","Non","Mardi, Jeudi, Vendredi","4","5"
"F","19","tronc commun","TC03","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:0","Grand Cru St Feuillien:2","Pêche Mel Bush:5","Westmalle Triple:2","Barbar Blonde:-5","Chouffe:-5","Cuvée Des Trolls:-1","Delirium Tremens:2","2","20","20:30:00","22:30:00","5","Oui","Jeudi","1","5"
"H","20","tronc commun","TC02","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:0","Westmalle Triple:2","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:2","3","20","18:30:00","22:00:00","20","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","8"
"H","21","branche","GSU04","Cidre Loic Raison:-1","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:0","Pêche Mel Bush:-5","Westmalle Triple:5","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:-1","Delirium Tremens:0","2","30","19:30:00","22:00:00","10","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","4"
"H","24","branche","GB06","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:2","5","20","19:00:00","22:00:00","10","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","5"
"F","23","branche","GI04","Cidre Loic Raison:-1","Chimay Bleue:-5","Duvel:-1","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:0","Delirium Tremens:5","5","30","18:30:00","22:00:00","15","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","3"
"H","21","escom","","Cidre Loic Raison:-1","Chimay Bleue:2","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:5","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","3","15","20:00:00","22:30:00","9","Oui","Lundi, Mardi","4","4"
"F","23","branche","GM06","Cidre Loic Raison:2","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:-5","Westmalle Triple:5","Barbar Blonde:2","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:2","2","15","19:00:00","22:00:00","20","Oui","","3","2"
"H","19","tronc commun","TC02","Cidre Loic Raison:-1","Chimay Bleue:-1","Duvel:5","Grand Cru St Feuillien:2","Pêche Mel Bush:-5","Westmalle Triple:0","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:-1","2","30","20:30:00","22:15:00","10","Oui","Jeudi, Vendredi","4","7"
"H","21","branche","GM02","Cidre Loic Raison:2","Chimay Bleue:-1","Duvel:-1","Grand Cru St Feuillien:-1","Pêche Mel Bush:5","Westmalle Triple:2","Barbar Blonde:5","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","3","15","20:00:00","22:00:00","10","Oui","Vendredi","2","4"
"H","21","branche","GSM02","Cidre Loic Raison:0","Chimay Bleue:0","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:0","Westmalle Triple:5","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:2","Delirium Tremens:5","3","20","20:00:00","21:00:00","7","Non","Lundi, Jeudi, Vendredi","3","8"
"H","21","branche","GI04","Cidre Loic Raison:5","Chimay Bleue:2","Duvel:5","Grand Cru St Feuillien:5","Pêche Mel Bush:-1","Westmalle Triple:2","Barbar Blonde:5","Chouffe:2","Cuvée Des Trolls:5","Delirium Tremens:5","4","30","19:30:00","22:30:00","15","Oui","Mardi, Jeudi, Vendredi","3","6"
"H","21","branche","GP02","Cidre Loic Raison:0","Chimay Bleue:5","Duvel:2","Grand Cru St Feuillien:2","Pêche Mel Bush:2","Westmalle Triple:5","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:5","4","20","19:00:00","22:00:00","10","Non","Lundi, Mercredi, Jeudi","4","3"
"H","20","tronc commun","TC02","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:2","Grand Cru St Feuillien:5","Pêche Mel Bush:0","Westmalle Triple:2","Barbar Blonde:2","Chouffe:5","Cuvée Des Trolls:5","Delirium Tremens:5","2","15","20:30:00","21:45:00","40","Non","Mercredi, Vendredi","3","4"
"F","19","branche","GI01","Cidre Loic Raison:2","Chimay Bleue:5","Duvel:0","Grand Cru St Feuillien:5","Pêche Mel Bush:5","Westmalle Triple:0","Barbar Blonde:5","Chouffe:0","Cuvée Des Trolls:0","Delirium Tremens:5","4","30","18:30:00","22:00:00","8","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","4"
"F","19","tronc commun","TC01","Cidre Loic Raison:0","Chimay Bleue:2","Duvel:0","Grand Cru St Feuillien:5","Pêche Mel Bush:0","Westmalle Triple:0","Barbar Blonde:0","Chouffe:5","Cuvée Des Trolls:2","Delirium Tremens:5","2","20","20:30:00","22:00:00","8","Oui","Mercredi, Jeudi","3","7"
